iter	Passed	Remaining
0	258	387061
1	387	290158
2	537	268366
3	673	251846
4	789	236018
5	902	224780
6	1022	218047
7	1149	214325
8	1286	213082
9	1414	210730
10	1545	209236
11	1670	207154
12	1790	204837
13	1916	203397
14	2053	203309
15	2188	202985
16	2325	202835
17	2445	201352
18	2560	199606
19	2678	198179
20	2795	196874
21	2919	196158
22	3031	194697
23	3176	195332
24	3323	196061
25	3445	195347
26	3553	193881
27	3660	192432
28	3770	191234
29	3875	189888
30	3983	188749
31	4100	188102
32	4206	187000
33	4319	186252
34	4427	185341
35	4541	184703
36	4654	184058
37	4764	183318
38	4873	182573
39	4987	182058
40	5093	181254
41	5205	180706
42	5316	180147
43	5422	179422
44	5524	178620
45	5635	178139
46	5746	177647
47	5851	177018
48	5958	176434
49	6065	175895
50	6180	175594
51	6295	175297
52	6408	174955
53	6519	174570
54	6625	174059
55	6730	173555
56	6839	173141
57	6950	172816
58	7081	172968
59	7200	172810
60	7316	172595
61	7428	172302
62	7538	171944
63	7647	171598
64	7750	171109
65	7859	170764
66	7972	170523
67	8083	170219
68	8201	170089
69	8326	170098
70	8451	170091
71	8555	169683
72	8666	169418
73	8775	169105
74	8901	169120
75	9024	169088
76	9146	169039
77	9285	169287
78	9405	169188
79	9532	169209
80	9658	169205
81	9768	168927
82	9882	168715
83	10004	168646
84	10119	168456
85	10240	168364
86	10354	168172
87	10470	168007
88	10588	167870
89	10705	167716
90	10813	167437
91	10920	167127
92	11036	166975
93	11142	166669
94	11257	166489
95	11366	166240
96	11471	165917
97	11582	165703
98	11684	165347
99	11789	165051
100	11905	164907
101	12019	164741
102	12136	164602
103	12270	164702
104	12417	164979
105	12560	165182
106	12747	165952
107	12926	166611
108	13106	167259
109	13229	167169
110	13344	166981
111	13464	166867
112	13592	166844
113	13714	166737
114	13834	166620
115	13945	166379
116	14052	166104
117	14166	165919
118	14284	165767
119	14419	165819
120	14581	166181
121	14716	166220
122	14853	166287
123	14961	166019
124	15069	165762
125	15175	165482
126	15285	165256
127	15397	165037
128	15500	164735
129	15620	164614
130	15726	164343
131	15833	164087
132	15946	163901
133	16055	163671
134	16167	163475
135	16280	163283
136	16386	163030
137	16496	162817
138	16596	162501
139	16713	162364
140	16818	162103
141	16929	161900
142	17045	161754
143	17165	161645
144	17280	161484
145	17389	161268
146	17494	161021
147	17607	160844
148	17710	160581
149	17827	160445
150	17934	160220
151	18050	160076
152	18154	159833
153	18265	159642
154	18372	159427
155	18488	159289
156	18601	159116
157	18702	158855
158	18812	158664
159	18916	158422
160	19044	158385
161	19163	158273
162	19277	158123
163	19398	158022
164	19513	157878
165	19636	157798
166	19754	157678
167	19865	157506
168	19987	157413
169	20109	157327
170	20228	157214
171	20345	157087
172	20469	157011
173	20580	156834
174	20689	156650
175	20800	156475
176	20910	156293
177	21012	156062
178	21134	155967
179	21255	155873
180	21376	155773
181	21502	155712
182	21612	155538
183	21724	155376
184	21829	155168
185	21952	155082
186	22075	155003
187	22200	154933
188	22314	154786
189	22432	154664
190	22536	154450
191	22639	154233
192	22743	154021
193	22855	153862
194	22968	153710
195	23074	153516
196	23179	153314
197	23286	153123
198	23399	152977
199	23510	152820
200	23620	152654
201	23731	152493
202	23838	152310
203	23950	152155
204	24062	152003
205	24175	151859
206	24299	151785
207	24424	151715
208	24543	151606
209	24660	151485
210	24770	151323
211	24877	151144
212	24991	151002
213	25102	150846
214	25211	150681
215	25324	150540
216	25441	150421
217	25545	150223
218	25659	150087
219	25770	149938
220	25871	149727
221	25987	149602
222	26092	149415
223	26203	149267
224	26318	149136
225	26425	148964
226	26530	148780
227	26634	148593
228	26759	148521
229	26870	148374
230	26991	148279
231	27109	148168
232	27216	147997
233	27326	147841
234	27431	147663
235	27549	147554
236	27659	147402
237	27766	147231
238	27872	147061
239	27984	146916
240	28098	146789
241	28205	146621
242	28315	146469
243	28418	146285
244	28526	146125
245	28632	145955
246	28736	145774
247	28838	145587
248	28943	145415
249	29048	145244
250	29151	145060
251	29282	145016
252	29414	144980
253	29530	144859
254	29641	144718
255	29750	144567
256	29858	144412
257	29967	144261
258	30077	144116
259	30212	144089
260	30328	143973
261	30437	143824
262	30554	143708
263	30702	143742
264	30877	143899
265	31100	144278
266	31250	144313
267	31364	144181
268	31490	144106
269	31614	144020
270	31740	143942
271	31858	143829
272	31984	143755
273	32111	143681
274	32244	143635
275	32376	143581
276	32513	143551
277	32651	143527
278	32789	143499
279	32921	143444
280	33041	143338
281	33149	143178
282	33262	143039
283	33381	142928
284	33495	142795
285	33605	142648
286	33724	142533
287	33844	142428
288	33957	142291
289	34072	142165
290	34186	142031
291	34313	141953
292	34438	141869
293	34564	141784
294	34685	141681
295	34809	141588
296	34953	141581
297	35102	141589
298	35238	141541
299	35361	141445
300	35487	141361
301	35620	141300
302	35741	141198
303	35882	141167
304	36047	141235
305	36205	141272
306	36338	141210
307	36475	141166
308	36596	141055
309	36731	141000
310	36855	140902
311	36968	140765
312	37088	140652
313	37212	140552
314	37323	140406
315	37429	140242
316	37547	140123
317	37661	139988
318	37770	139832
319	37875	139667
320	37994	139548
321	38109	139417
322	38220	139272
323	38338	139155
324	38446	138997
325	38556	138849
326	38680	138752
327	38791	138608
328	38902	138464
329	39011	138313
330	39122	138169
331	39241	138053
332	39362	137945
333	39471	137795
334	39590	137681
335	39695	137518
336	39798	137347
337	39902	137179
338	40021	137065
339	40138	136941
340	40258	136832
341	40379	136722
342	40510	136649
343	40639	136567
344	40764	136472
345	40884	136361
346	41022	136309
347	41134	136169
348	41249	136039
349	41366	135917
350	41475	135771
351	41594	135654
352	41713	135538
353	41821	135386
354	41934	135252
355	42048	135122
356	42165	134999
357	42281	134876
358	42422	134829
359	42570	134806
360	42696	134713
361	42820	134611
362	42942	134507
363	43062	134392
364	43175	134259
365	43327	134243
366	43474	134214
367	43616	134167
368	43761	134129
369	43867	133974
370	43979	133833
371	44093	133703
372	44215	133593
373	44332	133470
374	44455	133367
375	44571	133241
376	44684	133105
377	44799	132975
378	44912	132840
379	45021	132693
380	45133	132556
381	45254	132445
382	45359	132288
383	45489	132203
384	45627	132140
385	45772	132099
386	45917	132058
387	46050	131979
388	46183	131901
389	46325	131849
390	46451	131752
391	46580	131660
392	46725	131615
393	46853	131521
394	46973	131407
395	47105	131325
396	47243	131257
397	47367	131154
398	47498	131068
399	47616	130945
400	47750	130867
401	47866	130738
402	47985	130620
403	48127	130563
404	48289	130559
405	48468	130602
406	48624	130580
407	48759	130503
408	48889	130412
409	49033	130356
410	49173	130290
411	49303	130199
412	49444	130135
413	49568	130027
414	49698	129933
415	49832	129851
416	49983	129813
417	50127	129754
418	50265	129681
419	50397	129593
420	50562	129588
421	50697	129506
422	50826	129409
423	50940	129273
424	51067	129170
425	51192	129063
426	51320	128962
427	51439	128839
428	51585	128784
429	51711	128676
430	51835	128567
431	51968	128477
432	52113	128417
433	52261	128366
434	52405	128302
435	52537	128211
436	52669	128117
437	52812	128053
438	52959	127994
439	53108	127942
440	53248	127868
441	53378	127769
442	53492	127633
443	53620	127530
444	53741	127410
445	53871	127311
446	53994	127194
447	54120	127086
448	54262	127014
449	54398	126928
450	54540	126858
451	54678	126777
452	54825	126715
453	54961	126630
454	55123	126601
455	55275	126550
456	55436	126520
457	55567	126421
458	55711	126352
459	55843	126255
460	55988	126187
461	56131	126112
462	56274	126039
463	56408	125945
464	56540	125847
465	56673	125752
466	56801	125643
467	56936	125552
468	57065	125446
